graph,source,target,edge_type,weight,abs_weight
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Age,Diastolic_BP,directed,-0.20320684184404442,0.20320684184404442
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Gender,Diastolic_BP,directed,-0.0693936952823814,0.0693936952823814
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Income_Ratio,Diastolic_BP,directed,0.08726435583006614,0.08726435583006614
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Waist_Circumference,Diastolic_BP,directed,0.0653797751542502,0.0653797751542502
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Systolic_BP,Diastolic_BP,directed,0.5161321985618457,0.5161321985618457
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Protein_g,Total_Calories,directed,0.43924415987614096,0.43924415987614096
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Carbohydrates_g,Total_Calories,directed,0.7465568212473601,0.7465568212473601
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Total_Sugars_g,Total_Calories,directed,-0.08284328396546392,0.08284328396546392
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Dietary_Fiber_g,Total_Calories,directed,-0.07456619677927737,0.07456619677927737
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Gender,Protein_g,directed,-0.14452571835057737,0.14452571835057737
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Income_Ratio,Protein_g,directed,0.06533045342908295,0.06533045342908295
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Carbohydrates_g,Protein_g,directed,0.8173686495082284,0.8173686495082284
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Total_Sugars_g,Protein_g,directed,-0.3732150659409085,0.3732150659409085
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Gender,Carbohydrates_g,directed,-0.10902847831023868,0.10902847831023868
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Total_Sugars_g,Carbohydrates_g,directed,0.8247584594072421,0.8247584594072421
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Age,Total_Sugars_g,directed,-0.07493938072342438,0.07493938072342438
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Gender,Total_Sugars_g,directed,-0.15043211393208306,0.15043211393208306
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Income_Ratio,Total_Sugars_g,directed,-0.062090528993348854,0.062090528993348854
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Age,Dietary_Fiber_g,directed,0.12486091340883362,0.12486091340883362
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Gender,Dietary_Fiber_g,directed,0.06741483789333562,0.06741483789333562
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Income_Ratio,Dietary_Fiber_g,directed,0.05922353073382236,0.05922353073382236
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Vigorous_Activity,Dietary_Fiber_g,directed,0.09171131088961983,0.09171131088961983
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Sedentary_Minutes,Dietary_Fiber_g,directed,-0.05034423897015934,0.05034423897015934
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Protein_g,Dietary_Fiber_g,directed,0.08778949164343092,0.08778949164343092
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Carbohydrates_g,Dietary_Fiber_g,directed,1.095194694554051,1.095194694554051
directlingam_measure_pwling_threshold_0p050_constraint_nhanes_moderate_tiers,Total_Sugars_g,Dietary_Fiber_g,directed,-0.6395484397415674,0.6395484397415674
